"ORIGIN_AIRPORT_ID","DEST_AIRPORT_ID",
10423,11433,
10423,11540,
10423,11618,
10423,11697,
10423,11986,
10423,11996,
10423,12191,
10423,12206,
10423,12339,
10423,12391,
10423,12451,
10423,12889,
10423,12892,
10423,12896,
10423,12953,
10423,12954,
10423,13158,
10423,13198,
10423,13204,
10423,13232,
10423,13244,
10423,13296,
10423,13342,
10423,13487,
10423,13495,
10423,13796,
10423,13851,
10423,13871,
10423,13891,
10423,13931,
10423,14027,
10423,14057,
10423,14100,
10423,14107,
10423,14122,
10423,14307,
10423,14321,
10423,14492,
10423,14570,
10423,14576,
10423,14635,
10423,14679,
10423,14730,
10423,14747,
10423,14771,
10423,14831,
10423,14843,
10423,14869,
10423,14893,
10423,14908,
10423,15016,
10423,15304,
10423,15370,
10423,15376,
10423,10397,
10423,10821,
10423,11292,
10423,11433,
10423,11697,
10423,12889,
10423,12892,
10423,13204,
10423,13495,
10423,13930,
10423,11292,
10423,12892,
10423,14771,
10423,14831,
10423,11618,
10423,12264,
10423,12266,
10423,12878,
10423,12266,
10423,13303,
10423,10562,
10423,10781,
10423,11973,
10423,10590,
10423,13487,
10423,13577,
10423,15323,
10423,14262,
10423,11618,
10423,12917,
10423,13796,
10423,14633,
10423,14696,
10423,14893,
10423,10185,
10423,10747,
10423,11140,
10423,11563,
10423,12339,
10423,11057,
10423,11298,
10423,12478,
10423,12892,
10423,13303,
10423,13930,
10423,14100,
10423,14107,
10423,10397,
10423,10721,
10423,11433,
10423,12478,
10423,12892,
10423,13487,
10423,14747,
10423,14869,
10423,12266,
10423,10140,
10423,11193,
10423,11308,
10423,12339,
10423,12339,
10423,12889,
10423,14761,
10431,14320,
10431,10990,
10431,12264,
10431,14321,
10431,12264,
10431,12197,
10431,14100,
10431,10397,
10431,11433,
10431,11697,
10431,13204,
10431,15304,
10431,11057,
10431,10397,
10431,13930,
10431,11298,
10431,12953,
10431,11973,
10431,11057,
10431,14100,
10431,10397,
10431,10821,
10431,11292,
10431,11618,
10431,11697,
10431,14027,
10431,14082,
10431,14112,
10431,14761,
10431,14986,
10434,12264,
10434,14321,
10434,12264,
10434,13930,
10434,13204,
10434,13930,
10434,11057,
10434,11433,
10434,13930,
10434,14100,
10434,10397,
10434,13930,
10463,11869,
10466,10140,
10466,10185,
10466,10466,
10466,10713,
10466,10747,
10466,10781,
10466,10933,
10466,11150,
10466,11292,
10466,11540,
10466,11719,
10466,11982,
10466,12266,
10466,12889,
10466,13244,
10466,13360,
10466,13891,
10466,14100,
10466,14107,
10466,14679,
10466,14831,
10466,14869,
10466,16101,
10466,10408,
10466,10620,
10466,10627,
10466,10666,
10466,10713,
10466,10849,
10466,11003,
10466,11193,
10466,11423,
10466,11603,
10466,11637,
10466,11648,
10466,11775,
10466,11823,
10466,11898,
10466,11921,
10466,11980,
10466,11986,
10466,12003,
10466,12278,
10466,12280,
10466,12889,
10466,13256,
10466,13367,
10466,13433,
10466,13486,
10466,13796,
10466,13829,
10466,13871,
10466,14108,
10466,14252,
10466,14314,
10466,14457,
10466,14489,
10466,14512,
10466,14696,
10466,14716,
10466,14783,
10466,15008,
10466,15380,
10466,15919,
10469,11433,
10469,13930,
10469,13930,
10469,11433,
10469,13487,
10469,11066,
10469,11278,
10476,10299,
10504,12244,
10519,14182,
10529,14576,
10529,10693,
10529,10257,
10529,10721,
10529,10792,
10529,11618,
10529,12478,
10529,13891,
10529,14100,
10529,14307,
10529,14512,
10529,14730,
10529,15096,
10529,10821,
10529,14576,
10529,11193,
10529,12324,
10529,13891,
10529,14893,
10529,11697,
10529,12478,
10529,13204,
10529,14027,
10529,14635,
10529,14843,
10529,15304,
10529,12264,
10529,11193,
10529,12889,
10529,11292,
10529,13204,
10529,13303,
10529,14492,
10529,11042,
10529,11193,
10529,14492,
10529,10693,
10529,11066,
10529,11193,
10529,14100,
10529,15356,
10529,10397,
10529,10423,
10529,11292,
10529,12264,
10529,12758,
10529,13930,
10529,14843,
10529,10140,
10529,10397,
10529,10423,
10529,10693,
10529,10792,
10529,10821,
10529,10821,
10529,11066,
10529,11193,
10529,11259,
10529,11292,
10529,11433,
10529,11540,
10529,11697,
10529,11986,
10529,12191,
10529,12339,
10529,12451,
10529,12892,
10529,13198,
10529,13204,
10529,13232,
10529,13244,
10529,13342,
10529,13487,
10529,13495,
10529,13796,
10529,13931,
10529,14027,
10529,14057,
10529,14107,
10529,14122,
10529,14492,
10529,14635,
10529,14679,
10529,14747,
10529,14771,
10529,14893,
10529,15016,
10529,15304,
10529,11697,
10529,13204,
10529,13577,
10529,14635,
10529,15304,
10529,11057,
10529,11278,
10529,14100,
10529,13930,
10529,12264,
10529,12266,
10529,13244,
10529,14100,
10529,11278,
10529,13487,
10529,13930,
10529,14100,
10529,11193,
10529,14314,
10529,14100,
10529,10347,
10529,12889,
10529,13244,
10529,10821,
10529,10990,
10529,10994,
10529,11618,
10529,11057,
10529,11298,
10529,12892,
10529,13303,
10529,13930,
10529,14100,
10529,10397,
10529,11433,
10529,11637,
10529,11953,
10529,13487,
10529,13139,
10529,14092,
10540,13232,
10540,14259,
10540,14635,
10540,14831,
10540,15167,
10540,15618,
10540,10785,
10540,12197,
10540,12953,
10540,13535,
10540,14044,
10540,14100,
10540,15167,
10540,11995,
10540,14711,
10540,14122,
10540,14696,
10540,15096,
10540,15249,
10540,11066,
10540,11433,
10540,11618,
10540,13543,
10540,11042,
10540,11618,
10540,14771,
10551,10241,
10551,10405,
10551,11227,
10551,11492,
10551,11492,
10551,11952,
10551,12195,
10551,12708,
10551,12709,
10551,12719,
10551,12779,
10551,12807,
10551,12831,
10551,12851,
10551,12853,
10551,12855,
10551,13369,
10551,13579,
10551,13710,
10551,13770,
10551,13894,
10551,14130,
10551,14282,
10551,14718,
10551,15257,
10551,15282,
10551,15554,
10551,15798,
10551,15862,
10551,15862,
10551,15887,
10551,10241,
10551,10241,
10551,10405,
10551,11227,
10551,11492,
10551,11952,
10551,12708,
10551,12709,
10551,12709,
10551,12779,
10551,12831,
10551,12831,
10551,12853,
10551,12855,
10551,13710,
10551,13770,
10551,13894,
10551,14130,
10551,14282,
10551,15257,
10551,15282,
10551,15798,
10551,15798,
10551,15862,
10551,15887,
10551,10299,
10551,10299,
10551,12321,
10551,10299,
10551,11487,
10551,11550,
10551,12807,
10551,14895,
10551,10299,
10551,10299,
10551,10241,
10551,10405,
10551,10405,
10551,10416,
10551,10551,
10551,11227,
10551,11241,
10551,11492,
10551,11492,
10551,11512,
10551,11550,
10551,11550,
10551,12195,
10551,12708,
10551,12769,
10551,12779,
10551,12831,
10551,12851,
10551,12853,
10551,12853,
10551,13434,
10551,13710,
10551,13770,
10551,13894,
10551,14130,
10551,14718,
10551,15085,
10551,15282,
10551,15554,
10551,15862,
10551,15887,
10551,10299,
10551,10304,
10551,11550,
10551,12807,
10551,10299,
10551,10241,
10551,10241,
10551,10299,
10551,10304,
10551,10304,
10551,10405,
10551,10405,
10551,10416,
10551,10551,
10551,10551,
10551,11028,
10551,11227,
10551,11227,
10551,11492,
10551,11492,
10551,11512,
10551,11813,
10551,11952,
10551,11952,
10551,12087,
10551,12195,
10551,12708,
10551,12709,
10551,12709,
10551,12719,
10551,12779,
10551,12779,
10551,12807,
10551,12807,
10551,12831,
10551,12831,
10551,12851,
10551,12851,
10551,12853,
10551,12853,
10551,12855,
10551,12855,
10551,13369,
10551,13434,
10551,13579,
10551,13710,
10551,13770,
10551,13770,
10551,13894,
10551,14130,
10551,14130,
10551,14234,
10551,14234,
10551,14627,
10551,14718,
10551,14718,
10551,14880,
10551,15257,
10551,15257,
10551,15282,
10551,15282,
10551,15554,
10551,15554,
10551,15798,
10551,15862,
10551,15862,
10551,10299,
10551,11630,
10557,14122,
10558,11292,
10558,12132,
10558,11563,
10558,12899,
10559,10721,
10559,10559,
10559,10559,
10559,11588,
10559,11588,
10559,11762,
